id,title,genre,poster,imdbrating,year
1810,Spy Hard,Action Comedy,SpyHard.jpg,4.8,1996
1811,Star Trek First Contact,Action Thriller,StarTrekFirstContact.jpg,7.3,1996
1812,Striptease,Crime Thriller,Striptease.jpg,3.7,1996
1813,Swingers,Comedy,Swingers.jpg,7.1,1996
1814,That Thing You Do!,Comedy Music,ThatThingYouDo!.jpg,6.6,1996
1815,The Adventures of Pinocchio,Adventure Family Fantasy Musical,TheAdventuresofPinocchio.jpg,4.8,1996
1816,The Cable Guy,Comedy Thriller,TheCableGuy.jpg,5.5,1996
1817,The English Patient,War,TheEnglishPatient.jpg,7.1,1996
1818,The Fan,Action Drama Sport Thriller,TheFan.jpg,5.3,1996
1819,The First Wives Club,Comedy,FirstWivesClubThe.jpg,6.4,1996
1820,The Ghost and the Darkness,Adventure Drama Horror Thriller,TheGhostandtheDarkness.jpg,6.4,1996
1821,The Glimmer Man,Action Drama Thriller,TheGlimmerMan.jpg,4.8,1996
1822,The Hunchback of Notre Dame,Animation Musical Romance,TheHunchbackofNotreDame.jpg,6.6,1996
1823,The Island of Dr. Moreau,Horror,TheIslandofDr.Moreau.jpg,3.7,1996
1824,The Juror,Drama Thriller,TheJuror.jpg,5.1,1996
1825,The Long Kiss Goodnight,Action Mystery Thriller,TheLongKissGoodnight.jpg,6.4,1996
1826,The Nutty Professor,Comedy Sci-Fi,TheNuttyProfessor.jpg,5.1,1996
1827,The Pallbearer,Comedy,ThePallbearer.jpg,4.4,1996
1828,The Phantom,Action Fantasy,ThePhantom.jpg,4.4,1996
1829,The Rock,Action,TheRock.jpg,7.1,1996
1830,Thinner,Fantasy Horror,Thinner.jpg,5.3,1996
1831,Tin Cup,Comedy Sport,TinCup.jpg,6,1996
1832,Trainspotting,Drama,Trainspotting.jpg,8,1996
1833,Twister,Action,Twister.jpg,6,1996
1834,Waiting for Guffman,Comedy,WaitingforGuffman.jpg,7.3,1996
1835,White Squall,Adventure Drama,WhiteSquall.jpg,6.2,1996
1836,A Goofy Movie,Animation Children Comedy,GoofyMovieA.jpg,6.8,1995
1837,A Kid in King Arthur's Court,Adventure Children Comedy Fantasy Romance,KidinKingArthur'sCourtA.jpg,4.7,1995
1838,A Little Princess,Children Drama,LittlePrincessA.jpg,7.7,1995
1839,Ace Ventura When Nature Calls,Comedy,AceVenturaWhenNatureCalls.jpg,6.4,1995
1840,Angels and Insects,Drama Romance,AngelsandInsects.jpg,6.8,1995
1841,Angus,Comedy,Angus.jpg,6.7,1995
1842,Anne Frank Remembered,Documentary,AnneFrankRemembered.jpg,8,1995
1843,Antonia's Line,Comedy,Antonia'sLine.jpg,7.4,1995
1844,Apollo 13,Adventure Drama IMAX,Apollo13.jpg,7.6,1995
1845,Assassins,Action,Assassins.jpg,6.3,1995
1846,Babe,Children Drama,Babe.jpg,6.7,1995
1847,Bad Boys,Comedy Crime,BadBoys.jpg,6.9,1995
1848,Balto,Animation Children,Balto.jpg,7.1,1995
1849,Batman Forever,Action Comedy Crime,BatmanForever.jpg,5.4,1995
1850,Before Sunrise,Drama Romance,BeforeSunrise.jpg,8.1,1995
1851,Beyond Rangoon,Adventure Drama,BeyondRangoon.jpg,6.6,1995
1852,Billy Madison,Comedy,BillyMadison.jpg,6.4,1995
1853,Boys on the Side,Comedy,BoysontheSide.jpg,6.5,1995
1854,Braveheart,War,Braveheart.jpg,8.3,1995
1855,Casino,Crime Drama,Casino.jpg,8.2,1995
1856,Circle of Friends,Drama Romance,CircleofFriends.jpg,6.6,1995
1857,Clockers,Crime,Clockers.jpg,6.9,1995
1858,Clueless,Comedy,Clueless.jpg,6.8,1995
1859,Cold Comfort Farm,Comedy,ColdComfortFarm.jpg,7.2,1995
1860,Congo,Action Adventure Mystery Sci-Fi,Congo.jpg,5.3,1995
1861,Copycat,Horror Mystery Thriller,Copycat.jpg,6.6,1995
1862,Crimson Tide,War,CrimsonTide.jpg,7.3,1995
1863,Cutthroat Island,Action Adventure Romance,CutthroatIsland.jpg,5.7,1995
1864,Dangerous Minds,Drama,DangerousMinds.jpg,6.5,1995
1865,Dead Man,Drama Mystery Western,DeadMan.jpg,7.6,1995
1866,Dead Man Walking,Crime Drama,DeadManWalking.jpg,7.5,1995
1867,Dead Presidents,Action Crime,DeadPresidents.jpg,6.9,1995
1868,Desperado,Action Romance Western,Desperado.jpg,7.2,1995
1869,Devil in a Blue Dress,Crime Film-Noir Mystery Thriller,DevilinaBlueDress.jpg,6.7,1995
1870,Die Hard With a Vengeance,Action,DieHardWithaVengeance.jpg,7.6,1995
1871,Dolores Claiborne,Drama Thriller,DoloresClaiborne.jpg,7.4,1995
1872,Dracula Dead and Loving It,Comedy Horror,DraculaDeadandLovingIt.jpg,5.9,1995
1873,Empire Records,Comedy,EmpireRecords.jpg,6.7,1995
1874,Father of the Bride Part II,Comedy,FatheroftheBridePartII.jpg,6,1995
1875,First Knight,Action Drama Romance,FirstKnight.jpg,6,1995
1876,Forget Paris,Comedy,ForgetParis.jpg,6.5,1995
1877,Four Rooms,Comedy,FourRooms.jpg,6.8,1995
1878,Free Willy 2 The Adventure Home,Adventure Children Drama,FreeWilly2TheAdventureHome.jpg,5.1,1995
1879,French Kiss,Action Comedy,FrenchKiss.jpg,6.6,1995
1880,French Twist,Comedy,FrenchTwist.jpg,6.4,1995
1881,Friday,Comedy,Friday.jpg,7.3,1995
1882,GoldenEye,Action Thriller,GoldenEye.jpg,7.2,1995
1883,Grumpier Old Men,Comedy,GrumpierOldMen.jpg,6.7,1995
1884,Hackers,Action Adventure Crime Thriller,Hackers.jpg,6.3,1995
1885,Halloween The Curse of Michael Myers,Horror Thriller,HalloweenTheCurseofMichaelMyers.jpg,4.9,1995
1886,Hate,Crime Drama,Hate.jpg,8.1,1995
1887,Heat,Action,Heat.jpg,8.2,1995
1888,Heavyweights,Children Comedy,Heavyweights.jpg,6.7,1995
1889,Higher Learning,Drama,HigherLearning.jpg,6.5,1995
1890,Home for the Holidays,Drama,HomefortheHolidays.jpg,6.6,1995
1891,Houseguest,Comedy,Houseguest.jpg,6,1995
1892,How to Make an American Quilt,Drama Romance,HowtoMakeanAmericanQuilt.jpg,6.3,1995
1893,In the Mouth of Madness,Horror Thriller,IntheMouthofMadness.jpg,7.2,1995
1894,Jade,Thriller,Jade.jpg,5.3,1995
1895,Jeffrey,Comedy,Jeffrey.jpg,6.8,1995
1896,Johnny Mnemonic,Action Sci-Fi,JohnnyMnemonic.jpg,5.7,1995
1897,Jumanji,Adventure Children,Jumanji.jpg,7,1995
1898,Jury Duty,Comedy,JuryDuty.jpg,4.3,1995
1899,Just Cause,Mystery Thriller,JustCause.jpg,6.4,1995
1900,Kids,Drama,Kids.jpg,7.1,1995
1901,Kiss of Death,Crime,KissofDeath.jpg,5.9,1995
1902,Leaving Las Vegas,Drama Romance,LeavingLasVegas.jpg,7.5,1995
1903,Living in Oblivion,Comedy,LivinginOblivion.jpg,7.5,1995
1904,Lord of Illusions,Horror,LordofIllusions.jpg,6.1,1995
1905,Major Payne,Comedy,MajorPayne.jpg,6.3,1995
1906,Mallrats,Comedy,Mallrats.jpg,7.1,1995
1907,Man of the House,Comedy,ManoftheHouse.jpg,5.2,1995
1908,Mighty Aphrodite,Comedy,MightyAphrodite.jpg,7,1995
1909,Mighty Morphin Power Rangers The Movie,Action Children,MightyMorphinPowerRangersTheMovie.jpg,5.2,1995
1910,Money Train,Comedy Crime,MoneyTrain.jpg,5.7,1995
1911,Mortal Kombat,Action Adventure Fantasy,MortalKombat.jpg,5.8,1995
1912,Mr. Holland's Opus,Drama,Mr.Holland'sOpus.jpg,7.3,1995
1913,National Lampoon's Senior Trip,Comedy,NationalLampoon'sSeniorTrip.jpg,5.8,1995
1914,Nick of Time,Action Thriller,NickofTime.jpg,6.3,1995
1915,Nine Months,Comedy,NineMonths.jpg,5.5,1995
1916,Nixon,Drama,Nixon.jpg,7.1,1995
1917,Now and Then,Children Drama,NowandThen.jpg,6.8,1995
1918,Operation Dumbo Drop,Action Comedy War,OperationDumboDrop.jpg,5.1,1995
1919,Outbreak,Action Thriller,Outbreak.jpg,6.6,1995
1920,Pocahontas,Animation Children Drama Musical Romance,Pocahontas.jpg,6.7,1995
1921,Powder,Drama Sci-Fi,Powder.jpg,6.6,1995
1922,Restoration,Drama,Restoration.jpg,6.6,1995
1923,Richard III,War,RichardIII.jpg,7.4,1995
1924,Rob Roy,Action Drama Romance War,RobRoy.jpg,6.9,1995
1925,Rumble in the Bronx,Action Comedy,RumbleintheBronx.jpg,6.4,1995
1926,Sense and Sensibility,Drama Romance,SenseandSensibility.jpg,7.5,1995
1927,Showgirls,Drama,Showgirls.jpg,3.9,1995
1928,Species,Sci-Fi,Species.jpg,5.3,1995
1929,Tales from the Crypt Presents Demon Knight,Action Fantasy Horror Thriller,TalesfromtheCryptDemonKnight.jpg,6.4,1995
1930,Tales from the Hood,Comedy Horror Thriller,TalesfromtheHood.jpg,5.7,1995
1931,Tank Girl,Action,TankGirl.jpg,4.6,1995
1932,The American President,Comedy,TheAmericanPresident.jpg,6.4,1995
1933,The Bridges of Madison County,Drama Romance,TheBridgesofMadisonCounty.jpg,7.3,1995
1934,The Brothers McMullen,Comedy,TheBrothersMcMullen.jpg,6.2,1995
1935,The Jerky Boys,Comedy Crime,TheJerkyBoys.jpg,3.9,1995
1936,The Net,Action Mystery Thriller,TheNet.jpg,5.3,1995
1937,The Quick and the Dead,Action Thriller Western,TheQuickandtheDead.jpg,6,1995
1938,The Usual Suspects,Crime,TheUsualSuspects.jpg,8.4,1995
1939,Things to Do in Denver When You're Dead,Crime,ThingstoDoinDenverWhenYou'reDead.jpg,6.4,1995
1940,To Die For,Crime,ToDieFor.jpg,6.4,1995
1941,Toy Story,Animation Fantasy,ToyStory.jpg,8.2,1995
1942,Under Siege 2 Dark Territory,Action Thriller,UnderSiege2DarkTerritory.jpg,4.8,1995
1943,Vampire in Brooklyn,Comedy Fantasy Horror Romance,VampireinBrooklyn.jpg,3.9,1995
1944,Virtuosity,Crime Thriller,Virtuosity.jpg,5.1,1995
1945,Waterworld,Sci-Fi,Waterworld.jpg,5.7,1995
1946,Welcome to the Dollhouse,Comedy,WelcometotheDollhouse.jpg,7.3,1995
1947,Ace Ventura Pet Detective,Comedy,AceVenturaPetDetective.jpg,6.9,1994
1948,Adventures of PriscillaQueen of the Desert,Comedy,AdventuresofPriscillaQueenoftheDesert.jpg,7.4,1994
1949,Airheads,Comedy,Airheads.jpg,6.1,1994
1950,Angels in the Outfield,Children Comedy,AngelsintheOutfield.jpg,6.2,1994
1951,Backbeat,Drama Musical,Backbeat.jpg,6.6,1994
1952,Barcelona,Comedy,Barcelona.jpg,7,1994
1953,Beverly Hills Cop III,Comedy Crime,BeverlyHillsCopIII.jpg,5.6,1994
1954,Black Beauty,Adventure Children Drama,BlackBeauty.jpg,6.6,1994
1955,Blank Check,Children Comedy,BlankCheck.jpg,5.3,1994
1956,Blown Away,Action Thriller,BlownAway.jpg,6.2,1994
1957,Bullets Over Broadway,Comedy,BulletsOverBroadway.jpg,7.4,1994
1958,Burnt by the Sun,Drama,BurntbytheSun.jpg,7.9,1994
1959,Cabin Boy,Comedy,CabinBoy.jpg,5.4,1994
1960,Cemetery Man,Horror,CemeteryMan.jpg,7.2,1994
1961,City Slickers II The Legend of Curly's Gold,Adventure Comedy Western,CitySlickersIITheLegendofCurly'sGold.jpg,5.6,1994
1962,Clean Slate,Comedy,CleanSlate.jpg,5.7,1994
1963,Clear and Present Danger,Action Crime,ClearandPresentDanger.jpg,6.9,1994
1964,Clerks,Comedy,Clerks.jpg,7.7,1994
1965,Cobb,Drama,Cobb.jpg,6.5,1994
1966,Cops and Robbersons,Comedy,CopsandRobbersons.jpg,5.2,1994
1967,Corrina Corrina,Comedy,CorrinaCorrina.jpg,6.6,1994
1968,Crumb,Documentary,Crumb.jpg,8,1994
1969,D2 The Mighty Ducks,Children Comedy,D2TheMightyDucks.jpg,6.1,1994
1970,Death and the Maiden,Drama Thriller,DeathandtheMaiden.jpg,7.3,1994
1971,Don Juan DeMarco,Comedy,DonJuanDeMarco.jpg,6.7,1994
1972,Drop Zone,Action Thriller,DropZone.jpg,5.6,1994
1973,Dumb & Dumber,Adventure Comedy,Dumb&Dumber.jpg,7.3,1994
1974,Eat Drink Man Woman,Comedy,EatDrinkManWoman.jpg,7.8,1994
1975,Ed Wood,Comedy,EdWood.jpg,7.8,1994
1976,Exit to Eden,Comedy,ExittoEden.jpg,4.3,1994
1977,Exotica,Drama,Exotica.jpg,7,1994
1978,Farinelli il castrato,Drama Musical,Farinelliilcastrato.jpg,6.8,1994
1979,Forrest Gump,Comedy War,ForrestGump.jpg,8.8,1994
1980,Four Weddings and a Funeral,Comedy,FourWeddingsandaFuneral.jpg,7,1994
1981,Frankenstein,Drama Horror,Frankenstein.jpg,6.4,1994
1982,Heavenly Creatures,Crime Drama,HeavenlyCreatures.jpg,7.3,1994
1983,Highlander III The Sorcerer,Action Fantasy,HighlanderIIITheSorcerer.jpg,4.5,1994
1984,Hoop Dreams,Documentary,HoopDreams.jpg,8.3,1994
1985,I Love Trouble,Action Comedy,ILoveTrouble.jpg,5.3,1994
1986,I.Q.,Comedy,I.Q..jpg,6.2,1994
1987,I'll Do Anything,Comedy,I'llDoAnything.jpg,5.5,1994
1988,Immortal Beloved,Drama Romance,ImmortalBeloved.jpg,7.4,1994
1989,In the Army Now,Comedy War,IntheArmyNow.jpg,5,1994
1990,Interview with the Vampire The Vampire Chronicles,Drama Horror,InterviewwiththeVampireTheVampireChronicles.jpg,7.6,1994
1991,It Could Happen to You,Comedy,ItCouldHappentoYou.jpg,6.4,1994
1992,Legends of the Fall,Drama Romance War Western,LegendsoftheFall.jpg,7.6,1994
1993,Little Big League,Comedy,LittleBigLeague.jpg,6.1,1994
1994,Mary Shelley's Frankenstein,Drama Horror,MaryShelley'sFrankenstein.jpg,6.4,1994
1995,Mask,Drama,Mask.jpg,6.9,1994
1996,Milk Money,Comedy,MilkMoney.jpg,5.6,1994
1997,Mixed Nuts,Comedy,MixedNuts.jpg,5.5,1994
1998,Muriel's Wedding,Comedy,Muriel'sWedding.jpg,7.2,1994
1999,My Father the Hero,Comedy,MyFathertheHero.jpg,5.5,1994
2000,Natural Born Killers,Action,NaturalBornKillers.jpg,7.3,1994
2001,Nell,Drama,Nell.jpg,6.5,1994
2002,North,Comedy,North.jpg,4.5,1994
2003,Once Were Warriors,Crime Drama,OnceWereWarriors.jpg,7.9,1994
2004,Only You,Comedy,OnlyYou.jpg,6.5,1994
2005,PCU,Comedy,PCU.jpg,6.6,1994
2006,Police Academy Mission to Moscow,Comedy Crime,PoliceAcademyMissiontoMoscow.jpg,3.6,1994
2007,Princess Caraboo,Drama,PrincessCaraboo.jpg,6,1994
2008,Pulp Fiction,Comedy Crime,PulpFiction.jpg,8.9,1994
2009,Queen Margot,Drama Romance,QueenMargot.jpg,7.4,1994
2010,Quiz Show,Drama,QuizShow.jpg,7.5,1994
2011,Ready to Wear,Comedy,ReadytoWear.jpg,5.1,1994
2012,Reality Bites,Comedy,RealityBites.jpg,6.6,1994
2013,Renaissance Man,Comedy,RenaissanceMan.jpg,6.2,1994
2014,Richie Rich,Children Comedy,RichieRich.jpg,5.4,1994
2015,Serial Mom,Comedy Crime,SerialMom.jpg,6.4,1994
2016,Speed,Action Adventure Crime Thriller,Speed.jpg,6.9,1994
2017,Star Trek Generations,Action Adventure Mystery Sci-Fi Thriller,StarTrekGenerations.jpg,6.2,1994
2018,Street Fighter,Action,StreetFighter.jpg,3,1994
2019,The Crow,Action Drama Fantasy,TheCrow.jpg,7.3,1994
2020,The Flintstones,Comedy Family Fantasy,TheFlintstones.jpg,4.2,1994
2021,The Hudsucker Proxy,Comedy Fantasy,TheHudsuckerProxy.jpg,7.1,1994
2022,The Legend of Drunken Master,Action Comedy,TheLegendofDrunkenMaster.jpg,7.3,1994
2023,The Lion King,Animation Musical,TheLionKing.jpg,8.4,1994
2024,The Return of Jafar,Animation Children Fantasy Musical Romance,ReturnofJafarThe.jpg,5.9,1994
2025,The River Wild,Action Adventure Crime Thriller,TheRiverWild.jpg,6,1994
2026,The Santa Clause,Comedy,TheSantaClause.jpg,6,1994
2027,The Shawshank Redemption,Crime,TheShawshankRedemption.jpg,9.3,1994
2028,The Specialist,Action Romance Thriller,TheSpecialist.jpg,4.8,1994
2029,Timecop,Crime Thriller,Timecop.jpg,5.3,1994
2030,True Lies,Action Comedy Thriller,TrueLies.jpg,6.9,1994
2031,Wolf,Drama Horror Romance Thriller,Wolf.jpg,5.7,1994
2032,A Bronx Tale,Drama,BronxTaleA.jpg,7.8,1993
2033,Addams Family Values,Children Comedy Fantasy,AddamsFamilyValues.jpg,6.7,1993
2034,Alive,Drama,Alive.jpg,7.1,1993
2035,Another Stakeout,Comedy Thriller,AnotherStakeout.jpg,5.6,1993
2036,Arizona Dream,Comedy Fantasy Romance,ArizonaDream.jpg,7.3,1993
2037,Batman Mask of the Phantasm,Animation Children,BatmanMaskofthePhantasm.jpg,7.8,1993
2038,Beethoven's 2nd,Children Comedy,Beethoven's2nd.jpg,4.9,1993
2039,Benny & Joon,Comedy,Benny&Joon.jpg,7.2,1993
2040,Blink,Thriller,Blink.jpg,6.2,1993
2041,Body Snatchers,Horror,BodySnatchers.jpg,5.9,1993
2042,Boxing Helena,Drama Mystery Romance Thriller,BoxingHelena.jpg,4.8,1993
2043,Carlito's Way,Crime Drama,Carlito'sWay.jpg,7.9,1993
2044,CB4 - The Movie,Comedy,CB4-TheMovie.jpg,6.3,1993
2045,Cliffhanger,Action Thriller,Cliffhanger.jpg,6.4,1993
2046,Coneheads,Comedy Sci-Fi,Coneheads.jpg,5.3,1993
2047,Cool Runnings,Comedy,CoolRunnings.jpg,7,1993
2048,Dazed and Confused,Comedy,DazedandConfused.jpg,7.6,1993
2049,Demolition Man,Sci-Fi,DemolitionMan.jpg,6.7,1993
2050,Dennis the Menace,Comedy,DennistheMenace.jpg,5.6,1993
2051,Dragon The Bruce Lee Story,Action Drama,DragonTheBruceLeeStory.jpg,7,1993
2052,Even Cowgirls Get the Blues,Comedy,EvenCowgirlsGettheBlues.jpg,4.4,1993
2053,Falling Down,Action Drama,FallingDown.jpg,7.6,1993
2054,Farewell My Concubine,Drama Romance,FarewellMyConcubine.jpg,8.1,1993
2055,Fatal Instinct,Comedy,FatalInstinct.jpg,5.8,1993
2056,For Love or Money,Comedy,ForLoveorMoney.jpg,6.2,1993
2057,Free Willy,Adventure Children Drama,FreeWilly.jpg,6,1993
2058,Geronimo An American Legend,Drama Western,GeronimoAnAmericanLegend.jpg,6.5,1993
2059,Gettysburg,War,Gettysburg.jpg,7.6,1993
2060,Groundhog Day,Comedy Fantasy Romance,GroundhogDay.jpg,8,1993
2061,Grumpy Old Men,Comedy,GrumpyOldMen.jpg,7,1993
2062,Hard Target,Action Adventure Crime Thriller,HardTarget.jpg,6.2,1993
2063,Heart and Souls,Comedy Fantasy,HeartandSouls.jpg,7,1993
2064,Hocus Pocus,Children Comedy Fantasy Horror,HocusPocus.jpg,6.9,1993
2065,Homeward Bound The Incredible Journey,Adventure Children Drama,HomewardBoundTheIncredibleJourney.jpg,6.9,1993
2066,Hot Shots! Part Deux,Action Comedy War,HotShots!PartDeux.jpg,6.6,1993
2067,In the Line of Fire,Action Thriller,IntheLineofFire.jpg,7.2,1993
2068,In the Name of the Father,Drama,IntheNameoftheFather.jpg,8.1,1993
2069,Indecent Proposal,Drama Romance,IndecentProposal.jpg,6,1993
2070,Iron Monkey,Action Comedy,IronMonkey.jpg,7.5,1993
2071,Jurassic Park,Action Thriller,JurassicPark.jpg,8.1,1993
2072,Kalifornia,Drama Thriller,Kalifornia.jpg,6.7,1993
2073,Killing Zoe,Crime,KillingZoe.jpg,6.5,1993
2074,Last Action Hero,Action Comedy Fantasy,LastActionHero.jpg,6.4,1993
2075,Loaded Weapon 1,Action Comedy,LoadedWeapon1.jpg,6.2,1993
2076,Look Who's Talking Now,Children Comedy,LookWho'sTalkingNow.jpg,4.4,1993
2077,Made in America,Comedy,MadeinAmerica.jpg,5.1,1993
2078,Malice,Thriller,Malice.jpg,6.4,1993
2079,Manhattan Murder Mystery,Comedy Mystery,ManhattanMurderMystery.jpg,7.4,1993
2080,Menace II Society,Action Crime,MenaceIISociety.jpg,7.5,1993
2081,Mrs. Doubtfire,Comedy,Mrs.Doubtfire.jpg,7,1993
2082,Much Ado About Nothing,Comedy,MuchAdoAboutNothing.jpg,7.3,1993
2083,Naked,Drama,Naked.jpg,7.8,1993
2084,Ninja Scroll,Animation Fantasy,NinjaScroll.jpg,7.9,1993
2085,Red Rock West,Thriller,RedRockWest.jpg,7,1993
2086,Rising Sun,Action Drama Mystery,RisingSun.jpg,6.3,1993
2087,Robin Hood Men in Tights,Comedy,RobinHoodMeninTights.jpg,6.7,1993
2088,RoboCop 3,Action Crime Sci-Fi Thriller,RoboCop3.jpg,4.1,1993
2089,Schindler's List,War,Schindler'sList.jpg,8.9,1993
2090,Shadowlands,Biography Drama Romance,Shadowlands.jpg,7.1,1993
2091,Super Mario Bros.,Adventure Comedy Family Fantasy Sci-Fi,SuperMarioBros..jpg,3.3,1993
2092,Teenage Mutant Ninja Turtles III,Action Family Fantasy Sci-Fi,TeenageMutantNinjaTurtlesIII.jpg,4.2,1993
2093,The Age of Innocence,Drama Romance,TheAgeofInnocence.jpg,6.9,1993
2094,The Firm,Drama Mystery Thriller,TheFirm.jpg,6.4,1993
2095,The Fugitive,Action Adventure Crime Thriller,TheFugitive.jpg,7.5,1993
2096,The Pelican Brief,Crime,ThePelicanBrief.jpg,6.2,1993
2097,The Remains of the Day,Drama Romance,TheRemainsoftheDay.jpg,7.8,1993
2098,Tombstone,Action Biography Drama History Romance Western,Tombstone.jpg,7.5,1993
2099,True Romance,Action Romance Thriller,TrueRomance.jpg,7.8,1993
2100,What's Eating Gilbert Grape,Drama Romance,What'sEatingGilbertGrape.jpg,7.5,1993
2101,What's Love Got to Do with It?,Biography Drama Music,What'sLoveGottoDowithIt.jpg,6.9,1993
2102,3 Ninjas,Action Children Comedy,3Ninjas.jpg,5.3,1992
2103,A Few Good Men,Crime,FewGoodMenA.jpg,7.7,1992
2104,A League of Their Own,Comedy,LeagueofTheirOwnA.jpg,7.3,1992
2105,A River Runs Through It,Drama,RiverRunsThroughItA.jpg,7.2,1992
2106,Army of Darkness,Action Comedy Fantasy Horror,ArmyofDarkness.jpg,7.5,1992
2107,Bad Lieutenant,Crime Drama,BadLieutenant.jpg,7.1,1992
2108,Basic Instinct,Crime Mystery Thriller,BasicInstinct.jpg,7,1992
2109,Batman Returns,Action Crime,BatmanReturns.jpg,7,1992
2110,Beethoven,Children Comedy,Beethoven.jpg,5.7,1992
2111,Bitter Moon,Drama Film-Noir Romance,BitterMoon.jpg,7.2,1992
2112,Bob Roberts,Comedy,BobRoberts.jpg,7,1992
2113,Boomerang,Comedy,Boomerang.jpg,5.5,1992
2114,Captain Ron,Adventure Comedy,CaptainRon.jpg,5.8,1992
2115,Dead Alive,Comedy Fantasy Horror,DeadAlive.jpg,7.5,1992
2116,Death Becomes Her,Comedy Fantasy,DeathBecomesHer.jpg,6.6,1992
2117,Dracula,Fantasy Horror Romance Thriller,Dracula.jpg,7.4,1992
2118,Encino Man,Comedy,EncinoMan.jpg,5.8,1992
2119,Far and Away,Adventure Drama Romance,FarandAway.jpg,6.6,1992
2120,Ferngully The Last Rainforest,Animation Children Comedy Musical,FerngullyTheLastRainforest.jpg,6.5,1992
2121,Forever Young,Drama Romance Sci-Fi,ForeverYoung.jpg,6.3,1992
2122,Glengarry Glen Ross,Drama,GlengarryGlenRoss.jpg,7.7,1992
2123,Hard-Boiled,Action Crime,Hard-Boiled.jpg,7.8,1992
2124,Home Alone 2 Lost in New York,Children Comedy,HomeAlone2LostinNewYork.jpg,6.8,1992
2125,HoneyI Blew Up the Kid,Children Comedy Sci-Fi,HoneyIBlewUptheKid.jpg,4.8,1992
2126,Honeymoon in Vegas,Comedy,HoneymooninVegas.jpg,5.8,1992
2127,Howards End,Drama,HowardsEnd.jpg,7.4,1992
2128,Husbands and Wives,Comedy,HusbandsandWives.jpg,7.5,1992
2129,Jennifer 8,Mystery Thriller,Jennifer8.jpg,6.3,1992
2130,Lethal Weapon 3,Comedy Crime,LethalWeapon3.jpg,6.7,1992
2131,Like Water for Chocolate,Drama Fantasy Romance,LikeWaterforChocolate.jpg,7.1,1992
2132,Malcolm X,Drama,MalcolmX.jpg,7.7,1992
2133,Man Bites Dog,Comedy Crime,ManBitesDog.jpg,7.5,1992
2134,MariachiEl,Action Western,MariachiEl.jpg,6.9,1992
2135,Medicine Man,Adventure Romance,MedicineMan.jpg,6,1992
2136,My Cousin Vinny,Comedy,MyCousinVinny.jpg,7.6,1992
2137,Newsies,Children Musical,Newsies.jpg,7,1992
2138,Of Mice and Men,Drama,OfMiceandMen.jpg,7.5,1992
2139,Passion Fish,Drama,PassionFish.jpg,7.4,1992
2140,Patriot Games,Action Crime,PatriotGames.jpg,6.9,1992
2141,Peter's Friends,Comedy,Peter'sFriends.jpg,7,1992
2142,Poison Ivy,Drama Thriller,PoisonIvy.jpg,5.4,1992
2143,Porco Rosso,Animation Comedy Fantasy Romance,PorcoRosso.jpg,7.7,1992
2144,Reservoir Dogs,Crime Mystery Thriller,ReservoirDogs.jpg,8.3,1992
2145,The Bodyguard,Action Drama Music Romance,TheBodyguard.jpg,5.7,1992
2146,The Crying Game,Crime Romance Thriller,TheCryingGame.jpg,7.1,1992
2147,The Last of the Mohicans,Action Adventure Romance War,TheLastoftheMohicans.jpg,7.5,1992
2148,The Lawnmower Man,Horror,TheLawnmowerMan.jpg,4.8,1992
2149,The Mighty Ducks,Comedy Sport,TheMightyDucks.jpg,6,1992
2150,The Muppet Christmas Carol,Comedy Musical,TheMuppetChristmasCarol.jpg,7.5,1992
2151,The Player,Action Thriller,ThePlayer.jpg,6.9,1992
2152,Unforgiven,Drama Western,Unforgiven.jpg,8.2,1992
2153,Wayne's World,Comedy Music,Wayne'sWorld.jpg,6.6,1992
2154,An American Tail Fievel Goes West,Animation Children Musical Western,AmericanTailFievelGoesWestAn.jpg,6.5,1991
2155,Armour of God II Operation Condor,Action Comedy,ArmourofGodIIOperationCondor.jpg,7.3,1991
2156,Backdraft,Action Drama,Backdraft.jpg,6.7,1991
2157,Barton Fink,Drama Thriller,BartonFink.jpg,7.7,1991
2158,Bill & Ted's Bogus Journey,Adventure Comedy Fantasy Sci-Fi,Bill&Ted'sBogusJourney.jpg,6.3,1991
2159,Boyz n the Hood,Crime Drama,BoyzntheHood.jpg,7.7,1991
2160,Cape Fear,Thriller,CapeFear.jpg,7.3,1991
2161,Child's Play 3,Comedy Horror Thriller,Child'sPlay3.jpg,5.1,1991
2162,City Slickers,Comedy Western,CitySlickers.jpg,6.7,1991
2163,Dead Again,Mystery Romance Thriller,DeadAgain.jpg,6.9,1991
2164,Defending Your Life,Comedy Fantasy Romance,DefendingYourLife.jpg,7.2,1991
2165,Delicatessen,Comedy,Delicatessen.jpg,7.6,1991
2166,Doc Hollywood,Comedy,DocHollywood.jpg,6.2,1991
2167,Don't Tell Mom the Babysitter's Dead,Comedy,Don'tTellMomtheBabysitter'sDead.jpg,6.3,1991
2168,Drop Dead Fred,Comedy Fantasy,DropDeadFred.jpg,6,1991
2169,Enchanted April,Drama Romance,EnchantedApril.jpg,7.3,1991
2170,Father of the Bride,Comedy,FatheroftheBride.jpg,6.5,1991
2171,Freddy's Dead The Final Nightmare,Horror,Freddy'sDeadTheFinalNightmare.jpg,4.9,1991
2172,Fried Green Tomatoes,Comedy Crime,FriedGreenTomatoes.jpg,7.7,1991
